incident_type,severity,affected_people,injured_people,trapped_people,vulnerable_people,children_count,elderly_count,waiting_time_hours,priority_level
Flood,low,20,0,0,6,7,3,32.0,low
Chemical Spill,medium,17,8,0,2,0,2,0.1,low
Fire,medium,42,23,0,6,6,3,32.6,critical
Fire,high,129,0,12,14,5,0,48.0,high
Earthquake,critical,267,253,242,76,20,20,2.4,critical
Chemical Spill,critical,73,1,0,1,5,14,39.6,high
Chemical Spill,low,42,0,0,0,2,7,33.7,low
Chemical Spill,low,6,3,0,0,2,1,7.4,low
Medical,medium,25,20,0,4,0,1,47.4,high
Fire,medium,21,15,16,1,2,3,12.7,critical
Chemical Spill,critical,406,37,0,104,39,14,25.0,critical
Earthquake,high,120,0,0,25,21,11,10.5,high
Chemical Spill,low,47,30,47,5,10,1,11.8,critical
Structural Collapse,high,144,0,0,22,1,19,2.0,medium
Chemical Spill,medium,49,13,0,10,11,3,14.5,high
Structural Collapse,low,14,0,4,1,3,0,21.3,low
Structural Collapse,medium,31,10,0,1,8,3,32.9,high
Medical,low,12,0,0,1,2,0,19.1,low
Earthquake,low,24,0,0,0,8,0,20.3,low
Earthquake,medium,20,0,0,6,0,4,35.0,medium
Earthquake,high,148,0,0,27,31,24,10.0,high
Medical,low,2,0,0,0,0,0,3.1,low
Chemical Spill,medium,38,0,0,4,6,7,24.9,medium
Earthquake,high,72,49,0,3,12,8,38.2,critical
Structural Collapse,medium,43,9,0,8,1,4,24.0,high
Fire,medium,38,0,0,0,7,0,0.3,low
Flood,critical,494,0,379,38,183,62,45.3,critical
Fire,low,39,1,0,1,11,3,44.1,medium
Medical,medium,33,6,0,2,3,1,1.6,medium
Fire,critical,37,0,0,2,4,3,23.7,medium
Flood,low,37,0,0,9,9,2,1.4,low
Fire,critical,43,15,6,6,13,0,14.1,critical
Medical,high,41,0,0,2,15,5,32.1,medium
Medical,medium,22,19,0,5,5,0,46.0,critical
Fire,low,33,0,0,7,10,6,13.6,low
Medical,critical,210,151,131,49,77,24,26.9,critical
Flood,medium,8,6,0,0,3,1,38.8,medium
Fire,low,16,0,3,4,6,2,39.2,low
Chemical Spill,medium,4,1,4,0,0,0,24.7,high
Fire,medium,31,0,0,6,7,1,2.4,low
Earthquake,low,20,0,0,0,3,1,27.9,low
Flood,critical,443,0,0,65,4,41,13.2,high
Structural Collapse,medium,49,0,24,5,5,2,35.8,high
Medical,medium,21,12,0,0,4,0,21.9,medium
Medical,medium,41,12,20,12,4,6,25.4,critical
Earthquake,low,12,8,0,1,2,1,12.2,medium
Flood,high,146,0,0,20,48,29,29.3,high
Fire,low,34,19,31,6,5,3,39.3,critical
Flood,critical,195,11,0,37,47,17,29.1,critical
Fire,high,7,2,0,2,2,0,16.9,medium
Chemical Spill,low,24,0,21,2,0,4,37.9,high
Earthquake,medium,13,6,0,1,1,2,29.9,medium
Flood,high,102,0,0,30,28,15,16.6,high
Chemical Spill,high,125,0,0,5,48,10,16.5,high
Earthquake,low,19,7,0,0,7,1,23.2,high
Flood,high,138,25,0,26,40,10,25.0,critical
Flood,medium,7,7,3,1,1,1,26.6,medium
Chemical Spill,medium,48,12,0,5,12,0,21.3,high
Earthquake,high,36,7,0,10,3,1,18.5,high
Medical,medium,19,11,10,4,6,2,38.7,critical
Medical,critical,357,0,0,13,59,35,30.0,high
Flood,high,54,0,0,4,1,6,45.3,medium
Flood,medium,36,11,0,5,8,3,31.8,high
Structural Collapse,low,10,6,0,2,0,0,11.4,low
Structural Collapse,high,186,45,121,30,58,30,13.5,critical
Fire,critical,351,104,0,47,17,62,7.0,critical
Medical,low,10,4,1,2,2,1,3.4,low
Earthquake,high,58,0,2,3,5,7,35.5,medium
Chemical Spill,critical,354,0,0,23,79,5,30.1,high
Earthquake,low,23,0,0,1,8,2,41.1,low
Chemical Spill,low,28,10,0,0,9,4,48.0,high
Chemical Spill,critical,80,0,0,14,20,13,23.2,medium
Fire,medium,5,2,3,0,2,0,45.8,high
Medical,low,38,0,0,2,5,6,10.6,low
Chemical Spill,low,0,0,0,0,0,0,13.9,low
Chemical Spill,low,12,6,0,1,4,2,9.9,medium
Medical,medium,49,41,37,12,9,1,43.8,critical
Chemical Spill,critical,127,0,0,15,32,1,11.9,high
Earthquake,low,13,10,0,2,1,1,40.3,medium
Fire,medium,12,0,0,3,3,2,7.9,low
Structural Collapse,low,8,0,4,1,1,0,41.1,low
Structural Collapse,low,39,0,15,9,12,7,30.1,medium
Medical,high,105,0,0,14,41,5,39.2,high
Medical,medium,16,9,5,0,5,0,12.9,medium
Structural Collapse,low,8,0,0,1,1,0,16.2,low
Medical,critical,440,0,160,116,25,7,44.8,critical
Structural Collapse,medium,16,0,2,3,4,2,32.8,medium
Chemical Spill,low,44,0,9,13,11,0,12.5,medium
Medical,medium,10,5,9,2,1,1,6.8,critical
Medical,high,14,10,0,0,0,0,1.7,medium
Medical,high,50,9,0,2,13,5,41.9,high
Chemical Spill,critical,65,0,0,13,23,1,35.9,medium
Medical,medium,12,7,1,0,0,2,34.9,medium
Chemical Spill,low,40,12,38,4,9,5,16.9,critical
Fire,low,38,0,0,1,9,0,0.1,low
Fire,low,33,16,0,4,10,5,31.7,high
Earthquake,low,32,0,0,6,7,4,41.5,low
Medical,medium,49,0,46,5,1,9,42.1,critical
Medical,critical,289,0,137,34,24,2,19.4,critical
Medical,low,7,3,1,2,1,1,44.5,low
Earthquake,medium,44,14,0,13,15,7,0.6,high
Flood,low,3,0,0,0,0,0,20.2,low
Earthquake,critical,99,0,0,18,34,19,19.2,medium
Chemical Spill,high,182,0,0,32,32,36,30.0,high
Fire,high,186,124,0,15,6,7,21.2,critical
Chemical Spill,high,19,3,0,5,7,3,26.1,high
Medical,medium,7,0,0,1,2,1,11.2,medium
Structural Collapse,critical,248,244,0,69,82,17,10.6,critical
Chemical Spill,critical,375,330,0,15,16,23,40.0,critical
Fire,medium,34,14,0,7,2,6,41.5,high
Medical,critical,74,0,0,16,24,9,41.8,medium
Earthquake,medium,29,2,8,5,5,4,33.9,high
Fire,high,156,0,0,42,26,31,43.6,high
Flood,high,52,0,0,10,15,4,47.0,medium
Medical,low,26,0,2,2,7,3,9.4,low
Earthquake,medium,32,0,0,8,8,1,44.4,medium
Chemical Spill,critical,479,0,0,15,21,56,15.6,high
Medical,low,43,0,0,10,17,1,33.4,low
Flood,high,21,12,0,3,7,0,34.4,critical
Medical,high,66,0,0,12,6,8,36.4,medium
Fire,medium,6,1,0,0,1,0,7.4,low
Medical,critical,155,53,0,20,52,18,17.1,critical
Medical,high,169,0,0,47,2,13,32.2,high
Structural Collapse,critical,236,92,115,4,75,28,25.9,critical
Earthquake,high,99,0,0,15,9,16,46.3,medium
Medical,low,45,0,0,7,14,9,9.4,low
Medical,high,110,0,0,22,24,9,35.1,high
Chemical Spill,medium,44,3,0,9,13,2,30.3,high
Medical,low,28,8,0,5,1,1,23.6,high
Medical,high,136,0,0,16,0,0,10.4,high
